employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
10807,6,2,1,1,1,1,46,3,14,0,0,61,0
33101,2,13,1,1,0,1,35,5,3,0,0,54,0
56048,5,15,1,1,0,1,30,0,1,0,0,76,0
67904,9,11,1,1,0,1,35,2,3,1,0,84,0
6630,2,5,1,1,0,1,30,3,4,0,0,65,0
3131,4,20,1,1,1,2,31,3,5,1,0,77,0
62229,4,7,1,0,0,1,47,3,13,0,0,80,0
33463,1,28,0,1,0,1,31,1,8,0,0,50,0
57961,7,11,1,0,1,1,30,4,4,0,0,48,0
73211,9,29,1,1,0,1,33,1,4,0,0,86,0
69966,1,19,1,1,0,3,43,2,5,0,0,49,0
17498,1,14,2,1,0,1,34,3,4,0,0,53,0
32117,4,22,2,1,0,1,38,4,5,0,0,80,0
200,4,5,2,0,0,1,38,4,5,1,0,79,0
17024,4,2,1,0,0,1,29,0,1,0,0,82,0
71509,1,7,1,0,1,1,26,0,1,0,0,51,0
65426,8,2,1,0,1,1,33,3,4,0,0,63,0
48771,9,22,2,1,1,1,32,3,6,0,0,88,0
47078,1,13,1,1,0,1,44,1,4,1,0,46,0
42073,1,1,2,0,0,1,32,5,4,1,0,49,0
72582,4,2,1,0,1,1,36,5,8,1,0,84,0
32380,5,5,2,1,1,1,34,3,6,0,0,85,0
64045,6,2,1,0,0,1,34,3,7,0,0,57,0
41921,5,11,1,1,1,1,30,3,5,0,0,83,0
51359,1,32,1,1,1,2,30,3,3,0,0,49,0
58474,1,2,0,1,1,1,35,5,8,0,0,52,0
53398,4,26,1,0,1,1,32,1,3,0,0,80,0
44510,1,13,1,1,0,3,42,1,9,0,0,53,0
63180,1,27,0,1,1,1,24,2,2,0,0,53,0
30442,1,13,0,1,0,1,22,0,1,1,0,51,1
27905,7,6,1,1,1,1,26,5,3,0,0,53,0
43276,7,2,1,1,1,1,30,2,5,0,0,50,0
65188,1,11,1,1,1,1,34,5,10,1,0,54,0
18078,4,11,1,0,0,1,33,4,7,0,0,75,0
34086,3,2,1,1,0,1,60,5,31,1,0,68,0
51049,7,7,2,1,0,1,48,5,8,1,0,51,0
11771,7,7,1,0,0,1,29,2,4,0,0,48,0
5784,4,33,1,1,0,1,40,3,4,0,0,81,0
70639,1,15,1,0,0,2,32,5,7,1,1,54,0
55538,4,2,1,1,1,1,52,4,7,0,0,77,0
61909,1,2,1,0,0,1,45,2,16,0,0,46,0
64514,2,21,1,1,0,1,32,3,7,0,0,60,0
22391,4,24,1,0,0,1,24,0,1,0,0,84,0
18750,3,31,1,0,0,1,25,3,2,0,1,69,0
62475,7,11,1,0,0,1,34,5,7,1,0,46,0
67321,3,2,1,0,1,1,56,3,17,0,0,68,0
37856,5,32,1,1,0,3,31,4,7,0,0,89,0
52586,1,17,1,1,0,1,35,1,7,0,0,55,0
1961,1,2,2,0,0,1,34,3,6,1,0,51,1
67234,2,4,2,0,1,1,44,5,9,0,0,63,0
28512,6,27,1,1,1,1,37,3,7,0,0,61,0
59006,6,7,1,1,1,2,31,3,4,0,0,63,0
22701,8,20,1,1,1,1,31,5,2,1,0,54,0
3095,1,29,1,1,0,1,27,1,4,0,0,47,0
47668,4,7,1,1,0,1,46,3,16,0,0,80,0
57015,1,4,2,1,0,1,47,3,11,0,0,51,0
68404,5,29,1,1,0,2,28,3,2,0,0,86,1
52196,1,31,0,1,1,1,21,3,2,0,0,51,0
36571,1,13,0,1,1,1,23,0,1,0,0,51,0
43096,1,26,1,0,1,1,28,1,2,0,0,47,0
36929,2,7,0,1,0,1,28,3,3,0,0,61,0
72542,7,2,1,1,1,1,38,3,3,0,0,49,0
59513,4,26,1,1,0,1,27,0,1,0,0,78,0
51142,2,22,2,0,0,1,44,5,17,0,0,63,0
67551,6,2,0,1,1,1,30,3,2,0,0,58,0
12461,8,2,2,0,0,3,55,4,17,0,0,60,0
17860,1,1,2,1,1,1,31,5,5,1,0,46,0
46819,3,26,0,1,1,1,25,4,3,1,0,71,0
72315,4,2,1,1,0,1,58,1,12,0,0,78,0
54299,2,13,1,1,1,2,32,4,4,0,0,62,0
51058,1,10,2,1,0,2,35,3,8,0,0,46,0
36009,7,28,1,0,0,1,27,4,2,1,0,50,0
70320,2,24,1,1,0,2,30,3,7,0,0,58,0
68556,5,31,2,1,0,1,33,5,2,0,0,82,0
11093,5,31,1,1,0,1,52,3,5,1,0,84,0
44082,2,15,0,1,1,1,40,3,6,0,0,56,0
33194,6,4,2,1,1,1,32,3,7,0,0,62,0
12848,7,20,1,1,1,1,28,3,4,0,0,54,0
32532,2,7,1,0,1,1,33,3,8,0,0,54,0
39169,7,2,1,1,1,1,36,4,8,1,0,47,1
64432,2,22,1,1,0,1,32,5,5,0,0,56,0
19973,2,26,1,1,1,1,30,5,6,0,0,59,0
32817,5,22,1,1,0,2,26,4,3,0,0,90,0
42904,1,22,2,1,1,2,46,1,6,0,0,52,0
18707,5,2,1,1,0,2,33,3,2,0,0,82,0
51511,2,12,2,0,0,2,34,3,6,1,0,58,0
55842,3,24,2,0,0,1,33,0,1,0,0,67,0
64616,7,2,1,1,1,1,49,2,15,0,0,51,0
28076,1,22,1,1,0,1,40,5,3,1,0,50,0
9451,1,14,1,0,1,1,31,5,3,0,0,50,0
64555,1,16,1,1,0,1,40,1,11,0,0,52,0
16931,3,2,0,1,0,2,25,1,3,1,0,65,0
27323,1,15,0,1,0,1,23,0,1,0,0,49,0
52791,3,19,1,1,1,1,39,1,14,0,0,71,0
76426,2,27,1,1,0,1,33,3,6,0,0,60,0
35008,1,15,1,1,1,2,32,3,4,1,0,52,0
74103,1,13,2,0,0,1,34,3,2,0,0,47,0
16307,1,11,1,1,0,1,33,1,9,0,0,49,0
25671,7,2,1,1,2,1,33,5,5,0,0,45,0
37092,1,7,0,1,1,2,29,1,4,1,0,49,0
72138,3,7,2,0,0,1,34,3,6,1,0,71,0
45552,3,20,2,0,0,1,37,5,9,0,1,95,1
32624,1,23,1,0,0,1,30,3,6,1,0,52,0
52323,1,15,0,1,1,1,39,4,10,0,1,62,1
65112,1,13,1,1,0,2,30,0,1,0,0,62,1
16552,5,24,1,1,1,2,28,1,2,0,0,83,0
65136,1,7,1,0,1,1,27,5,2,1,0,45,0
44593,1,16,1,1,0,1,33,5,7,1,0,42,0
63991,2,14,1,1,1,1,37,5,4,0,0,64,0
73196,3,20,2,1,0,1,39,4,10,0,0,68,0
68756,2,22,2,1,1,1,42,5,12,1,0,62,0
72059,6,11,1,1,0,1,31,3,6,0,0,59,0
24627,2,2,1,0,0,1,34,3,2,1,0,60,0
42419,7,2,0,1,0,1,35,3,7,0,0,46,0
70780,1,26,1,1,1,1,27,2,3,1,0,49,0
20034,1,1,1,1,0,1,27,3,4,1,0,48,0
19938,1,22,2,1,0,1,42,5,13,0,0,48,0
76122,2,13,1,1,0,1,47,3,11,0,1,62,0
18610,4,27,1,1,0,1,28,3,2,1,0,77,0
1262,2,2,1,0,0,1,45,3,7,0,0,57,0
36015,4,2,2,1,0,1,43,4,15,0,0,78,0
51445,3,15,2,1,1,1,54,3,23,0,0,70,0
70772,2,10,2,1,1,1,34,2,4,1,0,57,0
75637,1,1,2,1,1,1,34,3,8,1,0,48,0
10000,2,14,1,0,1,1,33,5,5,0,0,60,0
73893,5,22,2,1,1,1,53,4,6,0,0,85,0
16688,2,1,2,1,0,1,39,4,13,1,0,58,0
57265,2,2,2,0,0,1,44,3,6,1,0,96,1
68590,1,15,0,1,1,1,24,0,1,0,0,53,0
17787,5,4,2,1,0,2,38,3,10,0,0,86,0
69670,1,4,2,1,1,1,49,4,7,0,0,50,0
14275,2,2,1,0,0,1,31,2,7,1,0,55,0
17253,3,8,1,0,0,4,32,3,2,0,0,75,0
60183,1,2,2,1,1,1,55,5,7,1,0,52,0
69672,3,2,2,1,0,1,42,3,15,0,0,81,1
57680,1,11,1,1,1,1,42,3,5,0,0,49,0
7830,2,19,1,1,1,2,33,5,7,0,0,60,0
32652,2,19,1,0,1,1,36,4,8,1,0,57,0
56570,2,7,1,1,1,2,27,3,3,1,0,62,0
39859,1,2,1,1,0,1,46,3,6,1,0,52,1
54854,3,2,1,0,1,1,32,3,3,1,0,65,0
51427,8,16,1,1,0,1,31,4,7,0,0,59,0
49671,1,29,2,1,1,1,44,1,15,0,0,50,0
45576,7,2,2,0,1,1,46,5,15,1,0,52,0
3117,1,7,0,1,1,1,34,1,4,0,0,53,0
50173,4,21,2,1,1,1,40,3,2,0,0,83,0
76511,1,30,1,1,0,1,25,0,1,1,0,51,0
16532,4,2,1,0,1,1,25,4,2,1,0,78,0
20285,5,21,0,1,0,2,29,3,5,0,0,82,0
22244,3,2,2,0,0,1,57,1,24,0,0,67,0
37837,2,8,1,1,1,1,31,1,4,0,0,60,0
45463,1,22,1,1,0,3,28,4,3,1,0,86,1
21147,3,22,1,1,0,1,28,3,2,0,0,65,0
63665,2,3,1,1,0,1,27,4,2,1,0,63,0
25482,2,27,1,0,0,1,29,5,2,1,0,59,0
13125,1,2,0,1,0,1,23,0,1,1,0,49,0
28793,5,2,2,1,0,1,41,5,13,0,0,82,0
64936,2,15,1,1,0,1,38,3,9,0,0,65,0
21078,1,25,2,1,0,1,42,1,13,0,0,49,0
14042,1,13,0,1,0,1,39,4,4,1,0,49,1
58966,3,2,1,0,0,2,33,5,4,1,0,73,0
23012,1,2,1,1,1,1,56,5,24,1,0,47,0
64813,4,2,1,0,0,3,42,4,4,1,0,78,0
50822,1,2,1,0,0,1,37,4,9,0,0,50,0
26443,1,30,1,0,1,1,28,1,5,1,0,49,0
28341,1,30,1,1,1,1,26,3,2,1,0,49,0
73599,5,30,1,1,0,1,26,4,3,0,0,85,0
27857,1,7,1,1,0,1,40,5,16,0,0,50,0
74411,7,14,1,1,1,1,35,3,4,0,0,50,0
68554,1,19,1,0,0,1,30,3,5,0,0,51,0
53349,1,4,1,1,1,1,43,4,3,0,0,47,0
63978,1,12,1,1,0,1,36,4,10,0,0,52,0
18181,2,27,2,0,1,1,49,3,3,0,0,58,0
25527,9,22,2,1,1,2,29,0,1,1,0,83,0
22442,1,16,1,1,0,1,31,5,6,1,0,51,0
49047,2,22,1,1,0,3,39,5,9,1,0,63,0
74147,4,8,1,1,1,1,29,0,1,0,0,75,0
40991,2,22,2,0,0,2,51,5,21,0,0,63,0
75141,1,5,1,0,1,2,32,3,7,0,0,48,0
16339,1,7,0,1,0,1,26,3,3,0,0,45,0
76237,2,26,1,1,1,1,41,5,14,1,0,58,0
47067,1,3,2,1,1,1,42,5,3,1,1,49,1
3545,3,2,1,0,0,1,39,3,5,1,0,68,0
3526,2,15,1,0,1,1,53,4,3,1,0,60,0
48324,9,7,1,1,1,1,36,5,4,1,0,84,0
54401,4,26,1,1,1,1,41,3,6,0,0,77,0
46292,1,21,1,1,1,1,38,3,5,0,0,53,0
1914,4,16,1,1,1,1,28,3,4,0,0,79,0
2133,1,14,2,1,0,1,31,1,2,0,0,50,0
44789,2,2,1,1,1,1,32,5,6,1,0,61,0
17478,3,2,2,1,1,1,50,2,4,0,0,69,0
77898,9,26,2,1,0,1,34,5,8,1,0,81,0
74870,3,26,0,0,0,1,29,0,1,0,0,75,0
56476,2,14,1,0,0,1,28,1,3,1,0,62,0
66412,1,7,1,1,2,1,33,5,7,0,0,64,1
15432,1,31,1,1,1,1,39,2,7,0,0,56,0
48442,5,7,1,1,0,1,29,1,6,0,0,83,0
70916,1,29,1,1,0,2,33,3,4,0,0,48,0
31581,1,19,2,0,1,1,36,1,4,1,0,49,0
3130,1,2,1,1,0,1,33,4,2,0,0,48,0
59594,5,2,0,1,1,1,45,4,2,0,0,87,0
23193,2,22,1,1,0,1,53,4,26,0,0,53,0
6883,2,19,2,1,0,1,44,4,13,1,0,62,1
26460,1,22,1,1,0,1,27,0,1,1,0,52,0
77598,2,12,1,1,1,1,27,3,5,0,0,58,0
9321,1,11,1,1,1,1,27,0,1,0,0,51,0
73164,5,26,1,1,0,2,26,3,3,0,0,82,0
74984,1,13,1,1,0,2,31,1,4,0,0,50,0
71967,1,32,0,1,1,1,29,1,6,0,0,48,0
77348,1,32,1,1,0,1,30,0,1,0,0,53,0
5435,1,5,1,1,1,1,28,5,2,0,0,53,0
31450,6,32,1,1,1,1,32,3,4,0,0,62,0
21649,7,22,2,0,0,1,35,5,8,0,0,53,0
40474,7,28,1,1,1,1,30,4,4,0,0,51,0
17226,3,22,2,0,0,1,40,4,7,0,0,67,0
55074,3,15,1,0,1,1,34,1,7,0,0,65,0
70528,3,7,2,1,0,1,48,5,4,1,0,70,0
13184,2,31,1,1,0,2,30,0,1,0,0,61,0
56106,2,4,1,0,2,1,32,3,7,1,0,61,0
58464,5,2,1,0,1,2,33,3,6,1,0,89,1
38737,5,24,2,1,0,1,35,1,5,0,0,81,0
57714,9,4,1,1,1,1,31,5,2,1,0,80,0
29983,2,19,1,1,0,1,46,3,2,0,0,59,0
19602,4,5,2,1,0,1,36,3,6,0,0,79,0
62754,1,20,2,1,0,1,36,4,3,1,0,49,0
69106,2,4,1,0,0,2,33,4,7,1,0,59,0
25693,3,23,1,1,0,1,32,0,1,0,0,67,0
40215,1,31,1,1,0,1,34,2,8,0,0,44,0
26514,1,1,2,1,0,1,39,5,13,1,0,47,1
6116,6,2,0,1,0,1,23,0,1,1,0,61,0
57555,5,26,1,1,0,1,30,3,4,0,0,84,0
15065,1,2,2,0,0,3,52,1,3,0,0,50,0
33994,9,22,2,1,1,1,34,5,5,1,0,86,0
394,7,7,1,1,0,1,40,4,5,0,0,53,0
24064,5,26,1,1,1,1,40,2,6,1,0,85,0
10796,1,22,1,1,0,1,34,5,9,0,0,44,0
49152,2,15,1,1,0,1,30,3,5,0,0,61,0
58372,2,32,1,1,0,1,28,2,2,0,0,62,0
20286,1,31,1,1,0,1,37,5,10,1,0,47,0
36175,3,17,1,0,1,1,55,5,3,1,0,76,0
46412,1,7,2,0,0,1,47,3,17,0,0,50,0
57204,1,4,1,1,1,1,44,3,12,0,0,50,0
4014,2,8,1,0,1,1,45,5,12,1,0,61,0
57635,1,9,0,1,1,1,26,4,3,0,0,51,0
60071,2,2,0,0,0,1,41,3,9,0,0,60,0
63566,2,22,1,1,2,1,45,3,14,0,0,56,0
58490,2,19,1,1,1,1,40,1,3,0,0,62,0
54650,1,2,1,1,0,1,43,2,13,0,0,50,0
23457,1,7,2,1,1,1,43,5,9,0,0,47,0
43579,2,13,1,0,0,1,32,3,5,0,0,67,0
44578,4,26,2,1,1,1,35,3,3,0,0,79,0
35202,3,17,2,0,1,1,48,4,19,0,0,66,0
16247,4,4,2,0,1,2,34,3,10,0,0,83,0
23023,2,2,1,1,1,1,34,4,7,0,0,61,0
58284,4,24,1,1,0,1,40,1,5,0,0,78,0
77769,2,13,1,0,0,2,34,5,10,1,0,57,0
55790,5,2,0,1,0,1,34,4,5,0,0,83,0
45736,4,2,1,0,1,2,33,2,8,0,0,81,0
31482,6,2,0,0,1,1,26,5,2,1,0,61,0
2098,1,13,1,1,1,1,38,3,6,0,0,48,0
49259,2,26,1,0,1,1,42,4,12,1,0,61,0
659,1,30,1,1,1,1,26,3,4,0,0,53,0
7038,2,21,1,0,1,1,28,3,4,0,0,62,0
33841,1,22,1,1,0,2,25,4,4,0,0,60,1
18962,7,20,1,0,1,1,27,5,3,0,0,49,0
7312,3,2,1,1,0,1,38,1,9,0,0,68,0
54980,5,7,1,1,1,1,34,5,6,1,0,86,0
30469,6,32,1,1,0,1,30,0,1,0,0,60,0
30491,5,26,1,1,0,1,43,3,2,0,0,89,0
35418,2,13,1,1,0,1,33,3,10,0,0,62,0
44577,9,7,2,1,1,1,31,4,5,1,0,80,0
44221,1,23,1,1,0,2,28,3,2,0,0,45,0
41836,6,2,1,0,0,2,30,3,6,0,0,61,0
56615,1,2,2,1,1,1,33,1,7,0,0,48,0
66631,2,6,1,1,1,1,29,3,3,0,0,56,0
8641,2,4,2,0,0,1,37,4,10,1,0,60,0
52107,3,7,2,1,1,2,37,4,4,0,0,71,0
25540,2,15,1,1,1,3,34,3,6,0,0,59,0
43403,1,28,2,0,0,1,40,1,9,0,0,50,0
18496,1,13,1,1,0,1,39,1,3,0,0,48,0
18895,4,4,2,0,0,1,32,2,6,1,0,81,0
33476,5,22,1,1,0,2,36,4,3,0,0,80,0
56654,2,29,1,1,1,1,30,5,6,1,0,63,0
62278,2,15,1,1,1,1,29,4,2,1,0,59,0
42790,8,7,2,1,1,1,39,3,10,0,0,56,0
2252,2,32,1,0,1,1,27,3,6,0,0,64,0
16176,6,2,1,0,0,1,31,4,5,0,0,56,0
49980,2,5,1,0,0,1,31,4,3,1,0,66,0
49783,5,2,1,1,0,1,50,3,18,0,0,87,0
25893,2,22,1,1,1,1,34,4,5,0,0,59,0
8107,4,4,1,1,1,1,25,3,3,1,0,79,0
13878,1,4,2,1,0,1,48,1,11,0,0,47,0
76986,1,19,1,0,0,1,40,3,4,0,0,52,0
16718,1,13,1,0,0,1,57,3,3,0,0,49,0
48107,7,2,1,1,0,1,45,1,16,0,0,48,0
48271,7,22,1,0,1,1,28,4,4,0,0,46,0
57742,3,5,1,0,1,1,29,2,2,0,0,68,0
62626,1,7,1,1,0,1,31,3,7,0,0,54,0
44504,1,10,2,1,0,1,37,3,4,1,0,44,0
67586,4,2,2,1,1,1,50,2,5,1,0,84,0
36308,4,2,1,1,2,1,38,4,9,0,0,78,0
45835,2,2,1,1,2,1,34,5,9,1,0,64,0
65378,6,2,2,1,0,2,37,4,9,0,0,60,0
62375,2,2,1,1,0,2,36,5,3,1,0,59,0
7664,1,7,1,1,1,1,32,5,5,1,0,50,0
22196,3,2,1,1,0,1,53,3,7,0,0,66,0
8704,5,11,1,1,0,1,28,5,2,0,0,83,0
74757,8,15,1,1,0,1,34,4,7,0,0,59,0
22711,1,26,2,1,0,1,40,3,2,1,1,56,0
1868,5,22,1,1,1,2,29,2,2,1,0,93,1
68466,1,32,1,1,1,1,30,5,3,0,0,50,0
68835,1,32,1,1,0,2,25,0,1,0,0,46,0
4632,6,2,2,0,0,1,37,5,8,0,0,57,0
71519,5,25,1,1,0,1,29,4,5,1,0,85,1
35001,1,2,1,0,1,2,40,1,6,1,0,47,0
77288,3,2,1,0,1,1,41,3,11,0,0,74,0
53313,1,10,1,1,1,1,32,4,4,0,0,48,0
22914,2,15,1,1,1,1,49,5,19,0,0,60,0
22227,1,23,1,1,0,1,47,1,15,0,0,50,0
2042,5,28,2,1,1,2,33,5,8,0,0,88,0
36902,1,2,1,1,0,1,36,1,4,0,0,51,0
17826,5,31,2,1,1,1,40,4,3,1,0,85,0
32704,4,2,1,1,0,2,25,0,1,0,0,76,0
62312,4,7,1,0,0,1,42,5,13,1,0,79,0
57761,2,7,2,1,0,1,46,3,15,1,1,61,0
48581,1,11,1,1,0,1,47,5,16,0,0,51,0
43993,2,16,2,1,0,1,48,3,6,0,0,56,0
24138,2,2,2,1,1,1,42,5,17,1,0,64,0
8235,4,2,1,0,2,1,35,2,9,1,0,79,1
33364,1,15,1,1,0,1,43,4,14,0,0,48,0
70699,2,31,1,1,1,1,27,5,3,1,0,59,0
52824,2,2,1,1,1,1,47,5,13,1,0,62,0
76173,1,31,1,1,0,1,27,4,2,1,0,50,0
2213,1,16,1,1,1,1,38,4,7,0,0,51,0
50959,7,31,1,1,1,1,27,0,1,1,0,49,0
20852,2,2,1,1,1,1,32,5,8,0,0,59,0
11199,4,23,1,0,0,1,29,1,2,0,0,77,0
43492,1,17,1,1,0,1,29,5,2,1,0,50,0
18009,4,2,1,0,1,1,39,1,9,0,0,83,0
47832,4,17,1,0,1,1,28,0,1,1,0,80,0
6451,1,2,1,1,1,2,34,1,7,0,0,47,0
9829,6,2,2,1,0,1,54,5,19,1,0,61,0
16364,2,7,1,0,0,1,45,5,16,1,0,54,0
51014,4,7,1,1,0,1,36,5,5,1,0,79,0
14300,8,2,1,1,0,1,29,4,2,0,0,59,0
53608,4,1,2,0,0,1,37,2,4,1,0,79,0
20602,2,16,1,0,0,1,37,4,10,0,0,58,0
30952,7,22,1,1,1,1,25,0,1,0,0,48,0
55627,1,7,2,1,1,2,36,4,4,0,0,51,0
42789,4,16,1,0,1,2,30,2,7,0,0,82,0
50728,1,2,1,1,1,1,45,1,7,0,0,52,0
62821,1,7,1,1,1,1,26,4,2,0,0,48,0
23760,2,6,1,1,0,1,27,2,3,0,0,50,0
11706,4,1,1,1,0,1,27,3,3,1,1,78,0
50793,7,11,1,1,0,1,30,4,3,0,0,51,0
3337,1,22,2,1,0,1,40,3,7,1,0,48,0
76283,2,31,1,1,0,2,37,3,10,1,0,61,0
54489,3,21,1,1,0,1,26,0,1,0,0,66,0
26550,3,13,1,1,0,2,48,3,16,0,0,68,0
30346,3,5,2,1,0,1,43,3,6,0,0,70,0
53139,2,20,1,1,0,1,34,1,8,0,0,60,0
5400,1,23,2,1,1,1,41,1,10,0,0,47,0
22113,8,26,1,1,0,1,27,3,2,1,0,58,1
33854,3,15,1,1,1,1,31,1,6,0,0,71,0
55917,2,2,2,0,0,2,52,5,7,1,0,62,0
2842,1,20,1,1,0,1,27,0,1,1,0,49,1
23732,1,3,1,1,1,1,27,4,3,0,0,50,0
37483,3,22,1,1,0,3,29,2,4,0,0,69,0
21139,9,15,2,1,0,3,35,3,3,0,0,85,0
61030,4,22,1,1,1,3,27,3,2,1,0,81,0
74363,1,16,2,0,1,1,36,1,5,1,0,46,0
58222,4,24,1,0,1,1,24,0,1,1,0,79,0
43353,6,4,1,1,1,1,27,3,4,1,0,57,0
31660,7,2,1,1,0,1,38,4,8,1,0,50,0
25520,1,20,1,1,0,2,40,3,11,0,0,55,0
30299,2,15,1,1,1,1,32,4,5,1,0,61,0
66334,2,4,2,1,0,1,41,3,5,1,0,56,0
40382,1,22,0,1,0,1,28,4,2,1,0,50,0
75523,1,2,1,1,1,2,54,4,12,0,0,49,0
47773,2,13,1,0,0,1,36,5,8,1,0,62,0
63325,1,1,1,1,0,1,31,1,6,0,0,49,0
23178,7,25,2,0,0,1,33,4,5,1,0,48,1
31523,2,22,1,1,1,1,26,5,1,1,0,58,0
33497,2,15,2,1,1,1,40,1,8,0,0,56,0
14871,3,2,2,0,2,1,38,3,4,0,0,71,0
48760,3,13,1,1,0,2,40,3,6,0,0,70,0
50539,1,28,1,1,1,2,29,0,1,0,0,45,0
70594,1,22,1,1,1,2,28,0,1,1,0,55,0
75585,1,13,2,1,1,1,35,1,8,0,0,51,0
36779,8,24,1,1,1,1,25,4,2,0,0,61,0
65444,2,13,1,0,1,1,28,5,3,1,0,59,0
49005,4,2,1,0,0,1,24,2,2,0,0,85,0
60603,3,2,2,0,0,1,44,1,16,0,0,74,0
74235,3,2,1,0,0,2,29,0,1,0,0,73,0
42336,3,2,1,1,0,2,33,5,6,1,0,68,0
7122,1,26,1,1,0,1,26,5,2,0,0,49,0
28143,2,15,1,1,0,1,40,4,4,0,0,61,0
19369,7,2,2,1,0,1,33,2,8,0,0,49,0
47471,3,2,1,0,0,1,27,1,3,0,0,71,0
30245,1,25,1,1,1,1,28,0,1,0,0,53,0
52270,4,22,1,1,0,4,27,0,1,0,0,79,0
18443,3,2,2,1,0,3,37,4,8,0,0,67,0
35764,1,2,2,1,1,2,47,3,15,0,0,50,0
70880,5,16,1,1,1,1,32,4,3,0,0,77,0
15857,1,7,1,1,1,1,38,4,9,0,0,51,0
32306,3,27,1,1,1,1,26,2,3,0,0,72,0
71549,1,2,2,0,0,1,43,5,7,0,0,49,0
45246,9,2,2,1,1,1,46,5,7,1,0,85,0
69992,1,25,1,1,1,1,26,0,1,0,0,43,0
4922,5,4,2,1,1,1,39,3,10,0,0,83,0
51283,3,31,2,0,1,1,37,5,7,1,0,69,0
8052,2,22,2,1,0,1,32,2,8,0,0,58,0
49276,2,22,2,0,0,1,47,4,22,1,1,98,1
44244,2,16,1,0,1,1,33,3,8,0,0,60,0
57738,1,28,1,1,1,1,35,3,10,0,0,47,0
4036,3,13,2,1,0,1,35,1,2,0,0,69,0
33408,9,2,1,0,0,1,37,4,10,1,0,83,0
72021,2,22,2,1,1,1,35,5,7,0,0,63,0
24695,1,5,1,1,1,1,25,5,3,0,0,51,0
25618,1,2,1,1,0,1,47,3,12,0,0,48,0
14411,7,2,1,0,1,1,32,5,5,1,0,49,1
53649,2,2,2,0,0,1,54,5,13,1,0,59,0
41360,1,13,1,1,1,1,27,5,3,0,0,50,0
64085,6,2,1,1,0,2,43,5,15,0,0,61,0
28493,3,26,1,1,0,1,29,3,3,0,0,67,0
71781,4,7,1,1,0,3,28,4,5,0,0,80,0
31109,2,2,1,0,0,1,29,0,1,0,0,62,0
74111,1,15,1,1,0,1,45,4,5,1,0,47,0
18287,1,32,0,1,0,1,29,1,4,0,0,54,0
16224,2,15,1,1,0,1,52,5,3,0,0,60,0
36582,1,19,1,1,1,1,30,3,6,0,0,48,0
57966,2,2,1,1,1,1,34,3,7,0,0,63,0
23203,4,7,1,1,1,2,34,3,7,0,0,81,0
10266,7,14,1,1,1,1,33,1,7,0,0,49,0
51139,7,22,2,1,0,1,35,3,5,1,0,49,0
21990,7,31,1,1,0,2,30,2,6,1,0,51,0
50499,2,22,2,0,1,1,56,5,13,1,0,57,0
57013,8,22,1,1,2,1,31,5,4,1,0,60,1
20909,2,22,0,1,0,1,24,4,2,0,0,62,0
47541,1,2,2,1,1,3,47,1,17,0,0,48,0
66399,2,4,1,1,1,1,44,5,3,0,0,76,1
5124,5,15,1,1,1,1,35,5,8,1,0,86,0
47907,2,24,1,1,0,1,27,4,1,0,0,56,0
25812,1,22,0,1,1,1,29,3,3,0,0,49,0
51543,3,22,2,0,0,1,41,2,9,0,0,70,0
70605,1,2,1,0,1,1,40,4,5,0,0,46,0
10332,6,26,1,1,0,1,23,0,1,0,0,58,0
62380,1,4,1,1,1,1,41,3,5,0,0,51,0
71915,2,2,2,0,1,1,44,3,15,0,0,68,0
2865,4,31,1,1,1,3,27,5,2,1,0,84,0
56954,1,7,1,1,1,2,31,3,7,0,0,47,0
78215,5,2,1,1,0,2,50,4,12,0,0,90,0
8454,4,26,2,1,0,1,40,1,7,0,0,81,0
7400,7,22,1,1,1,1,28,4,3,0,0,49,0
36261,1,15,2,1,0,2,40,3,6,0,0,46,0
59350,4,2,2,0,1,1,30,1,3,1,1,78,0
76505,5,4,1,1,1,1,29,3,5,0,0,87,0
56451,4,5,1,0,1,1,40,0,1,1,0,85,0
17605,1,15,1,1,1,1,30,5,5,1,0,47,0
23287,1,15,1,1,1,1,28,3,2,0,0,53,0
46603,2,9,1,1,0,3,36,3,7,0,0,55,0
67352,3,5,1,0,1,1,34,3,10,1,0,69,0
9622,1,2,1,0,1,1,32,5,7,0,0,56,0
7031,1,2,2,1,2,1,36,5,10,1,0,49,0
72055,2,19,1,1,1,1,36,1,4,1,0,62,0
72444,5,28,1,1,1,3,29,5,4,1,0,81,0
19405,1,4,2,1,1,3,34,3,7,0,0,47,0
27178,4,28,1,0,0,1,28,0,1,0,0,81,0
20290,7,2,2,0,0,1,43,5,7,1,1,51,0
30275,1,11,1,1,0,2,28,0,1,0,0,49,0
56413,3,16,2,0,0,1,41,3,8,0,0,73,0
11762,7,13,2,1,1,1,35,5,2,1,0,52,0
36235,3,4,2,0,0,1,34,3,3,0,0,69,0
53156,3,15,2,1,0,1,38,5,4,1,0,70,1
50569,1,7,2,0,0,1,44,3,3,0,0,45,0
3818,3,26,1,1,0,1,29,5,3,0,0,66,0
43889,2,2,2,1,0,3,40,3,3,0,0,60,0
71533,1,7,2,1,1,1,46,5,17,1,0,55,0
502,3,2,2,0,1,2,33,3,6,0,0,71,0
28634,5,14,1,1,0,1,33,4,8,1,0,86,0
